CLIENT_IP;CLIENT_PORT;CLIENT_SENT_AT_NS;SERVER_RECEIVED_AT_NS;SEQUENCE_NUMBER;HOPS;INTERVAL;DELAY;VARIATION;TIMEOUT
200.17.202.34;60920;1745023084477964582;1745023084478427136;856458;0;100031232;99999068.80827317;37335.81466508547;100148412.06693351
200.17.202.34;60920;1745023084577962206;1745023084578407936;856459;0;99980800;99997241.92744586;35246.425943162794;100138227.63121851
200.17.202.34;60920;1745023084677960075;1745023084678419200;856460;0;100011264;99998644.13470128;32983.76987871833;100130579.21421616
200.17.202.34;60920;1745023084777962883;1745023084778439168;856461;0;100019968;100000776.52123116;31604.54076773054;100127194.68430208
200.17.202.34;60920;1745023084877968255;1745023084878476288;856462;0;100037120;100004410.86910805;31714.999780152382;100131270.86822866
200.17.202.34;60920;1745023084977964023;1745023084978411520;856463;0;99935232;99997492.98219725;34769.598021862636;100136571.3742847
200.17.202.34;60920;1745023085077964691;1745023085078418432;856464;0;100006912;99998434.88397753;32140.349821923133;100126996.28326522
200.17.202.34;60920;1745023085177967606;1745023085178421760;856465;0;100003328;99998924.19557978;29366.695281752607;100116390.97670679
200.17.202.34;60920;1745023085277960894;1745023085278396928;856466;0;99975168;99996548.5760218;28568.083355757884;100110820.90944484
200.17.202.34;60920;1745023085377950280;1745023085378374912;856467;0;99977984;99994692.11841963;27382.086862145326;100104220.46586822
200.17.202.34;60920;1745023085477957528;1745023085478369280;856468;0;99994368;99994659.70657767;24673.048833698147;100093351.90191247
200.17.202.34;60920;1745023085577951903;1745023085578353664;856469;0;99984384;99993632.13591991;23130.557542319697;100086154.3660892
200.17.202.34;60920;1745023085677963011;1745023085678464512;856470;0;100110848;100005353.72232792;31366.929555295945;100130821.4405491
200.17.202.34;60920;1745023085777949687;1745023085778401792;856471;0;99937280;99998546.35009512;34356.871609278656;100135973.83653224
200.17.202.34;60920;1745023085877967246;1745023085878461952;856472;0;100060160;100004707.71508561;36466.41293978972;100150573.36684477
200.17.202.34;60920;1745023085977958344;1745023085978429696;856473;0;99967744;100001011.34357706;36146.50600351646;100145597.36759113
200.17.202.34;60920;1745023086077961372;1745023086078462720;856474;0;100033024;100004212.60921936;35412.99448122908;100145864.58714427
200.17.202.34;60920;1745023086177958231;1745023086178424832;856475;0;99962112;100000002.54829742;35660.749862848184;100142645.54774882
200.17.202.34;60920;1745023086277964049;1745023086278430208;856476;0;100005376;100000539.89346768;32578.285529795405;100130853.03558686
200.17.202.34;60920;1745023086377961497;1745023086378423040;856477;0;99992832;99999769.10412091;30014.16738890688;100119825.77367654
200.17.202.34;60920;1745023086477966474;1745023086478462464;856478;0;100039424;100003734.59370883;30581.691279133385;100126061.35882536
200.17.202.34;60920;1745023086577955480;1745023086578427392;856479;0;99964928;99999853.93433794;31016.115585014428;100123918.396678
200.17.202.34;60920;1745023086677957328;1745023086678459136;856480;0;100031744;100003042.94090416;30784.609936097448;100126181.38064854
200.17.202.34;60920;1745023086777961407;1745023086778436096;856481;0;99976960;100000434.64681374;30053.61362386124;100120649.10130918
200.17.202.34;60920;1745023086877959205;1745023086878417664;856482;0;99981568;99998547.98213236;28746.250474711152;100113532.9840312
200.17.202.34;60920;1745023086977949143;1745023086978394880;856483;0;99977216;99996414.78391913;27791.503819152615;100107580.79919574
200.17.202.34;60920;1745023087077956652;1745023087078400000;856484;0;100005120;99997285.30552721;25795.822884516332;100100468.59706527
200.17.202.34;60920;1745023087177958160;1745023087178428672;856485;0;100028672;100000423.9749745;26041.043098614886;100104588.14736895
200.17.202.34;60920;1745023087277959264;1745023087278464512;856486;0;100035840;100003965.57747705;26624.38104104812;100110463.10164125
200.17.202.34;60920;1745023087377963861;1745023087378436352;856487;0;99971840;100000753.01972935;26853.244909877914;100108165.99936886
200.17.202.34;60920;1745023087477960889;1745023087478436096;856488;0;99999744;100000652.11775643;24258.732194532757;100097687.04653455
200.17.202.34;60920;1745023087577957346;1745023087578440448;856489;0;100004352;100001022.10598078;22165.84837700111;100089685.49948879
200.17.202.34;60920;1745023087677950964;1745023087678409472;856490;0;99969024;99997822.29538271;22829.093077571833;100089138.66769299
200.17.202.34;60920;1745023087777954632;1745023087778437888;856491;0;100028416;100000881.66584444;23299.617185370607;100094080.13458592
200.17.202.34;60920;1745023087877955350;1745023087878430464;856492;0;99992576;100000051.09925999;21717.165392832296;100086919.76083131
200.17.202.34;60920;1745023087977945879;1745023087978343936;856493;0;99913472;99991393.18933399;27337.56778694809;100100743.46048178
200.17.202.34;60920;1745023088077954927;1745023088078426112;856494;0;100082176;100000471.47040059;32774.26396819461;100131568.52627337
200.17.202.34;60920;1745023088177949115;1745023088178411520;856495;0;99985408;99998965.12336053;30852.549907428103;100122375.32299024
200.17.202.34;60920;1745023088277942060;1745023088278425344;856496;0;100013824;100000451.01102449;29104.593814236294;100116869.38628143
200.17.202.34;60920;1745023088377965187;1745023088378373888;856497;0;99948544;99995260.30992205;30865.765425018108;100118723.37162213
200.17.202.34;60920;1745023088477949284;1745023088478308608;856498;0;99934720;99989206.27892984;33227.816775500745;100122117.54603185
200.17.202.34;60920;1745023088577955504;1745023088578439424;856499;0;100130816;100003367.25103685;42649.909994265414;100173966.89101392
200.17.202.34;60920;1745023088677960212;1745023088678416128;856500;0;99976704;100000700.92593318;40784.611588157095;100163839.37228581
200.17.202.34;60920;1745023088777959490;1745023088778438656;856501;0;100022528;100002883.63333987;38670.58709535469;100157565.98172128
200.17.202.34;60920;1745023088877958139;1745023088878422784;856502;0;99984128;100001008.07000588;36491.5353864071;100146974.2115515
200.17.202.34;60920;1745023088977956287;1745023088978371840;856503;0;99949056;99995812.86300528;37518.068148294435;100145885.13559845
200.17.202.34;60920;1745023089077956305;1745023089078433024;856504;0;100061184;100002349.97670476;39649.66366298885;100160948.63135672
200.17.202.34;60920;1745023089177959159;1745023089178396416;856505;0;99963392;99998454.1790343;39190.91520011924;100155217.83983476
200.17.202.34;60920;1745023089277943837;1745023089278425088;856506;0;100028672;100001475.96113087;37991.42756702009;100153441.67139895
200.17.202.34;60920;1745023089377956591;1745023089378418176;856507;0;99993088;100000637.16501778;34947.20131209645;100140425.97026616
200.17.202.34;60920;1745023089477963179;1745023089478433792;856508;0;100015616;100002135.048516;32800.576329286276;100133337.35383315
200.17.202.34;60920;1745023089577957557;1745023089578424832;856509;0;99991040;100001025.54366441;30519.07306279872;100123101.83591561
200.17.202.34;60920;1745023089677954494;1745023089678362624;856510;0;99937792;99994702.18929797;33158.184686316265;100127334.92804325
200.17.202.34;60920;1745023089777952633;1745023089778450432;856511;0;100087808;100004012.77036817;38221.88918086726;100156900.32709165
200.17.202.34;60920;1745023089877963431;1745023089878476032;856512;0;100025600;100006171.49333136;36342.550929644756;100151541.69704993
200.17.202.34;60920;1745023089977963209;1745023089978449920;856513;0;99973888;100002943.14399822;35613.81023650234;100145398.38494423
200.17.202.34;60920;1745023090077958608;1745023090078440192;856514;0;99990272;100001676.0295984;33192.832172692106;100134447.35828917
200.17.202.34;60920;1745023090177964675;1745023090178488320;856515;0;100048128;100006321.22663856;34054.22629156734;100142538.13180482
200.17.202.34;60920;1745023090277953420;1745023090278437888;856516;0;99949568;100000645.9039747;35756.59405988031;100143672.28021422
200.17.202.34;60920;1745023090377954388;1745023090378407168;856517;0;99969280;99997509.31357723;35003.866011615755;100137524.7776237
200.17.202.34;60920;1745023090477961737;1745023090478425856;856518;0;100018688;99999627.1822195;33409.56118850365;100133265.42697352
200.17.202.34;60920;1745023090577961457;1745023090578432768;856519;0;100006912;100000355.66399756;30724.23866989721;100123252.61867715
200.17.202.34;60920;1745023090677957205;1745023090678447872;856520;0;100015104;100001830.49759781;28979.16504312613;100117747.15777032
200.17.202.34;60920;1745023090777962733;1745023090778387712;856521;0;99939840;99995631.44783804;31660.39332261734;100122273.0211285
200.17.202.34;60920;1745023090877950351;1745023090878389504;856522;0;100001792;99996247.50305425;29048.803684930976;100112442.71779397
200.17.202.34;60920;1745023090977959141;1745023090978435840;856523;0;100046336;100001256.35274881;30651.888041556755;100123863.90491503
200.17.202.34;60920;1745023091077963099;1745023091078470656;856524;0;100034816;100004612.31747393;30607.067490007772;100127040.58743396
200.17.202.34;60920;1745023091177959527;1745023091178436352;856525;0;99965696;100000720.68572654;31048.829313660826;100124916.00298119
200.17.202.34;60920;1745023091277962845;1745023091278438400;856526;0;100002048;100000853.41715388;28063.404666906743;100113107.03582151
200.17.202.34;60920;1745023091377960084;1745023091378494976;856527;0;100056576;100006425.6754385;30272.096656366717;100127514.06206396
200.17.202.34;60920;1745023091477961582;1745023091478490624;856528;0;99995648;100005347.90789464;28214.87778019416;100118207.41901542
200.17.202.34;60920;1745023091577961850;1745023091578440192;856529;0;99949568;99999769.91710518;30413.58171269305;100121424.24395595
200.17.202.34;60920;1745023091677959558;1745023091678462720;856530;0;100022528;100002045.72539467;29420.451001957124;100119727.5294025
200.17.202.34;60920;1745023091777960156;1745023091778421760;856531;0;99959040;99997745.1528552;30348.921187281667;100119140.83760433
200.17.202.34;60920;1745023091877955214;1745023091878412800;856532;0;99991040;99997074.63756968;27917.492825521582;100108744.60887177
200.17.202.34;60920;1745023091977954143;1745023091978372096;856533;0;99959296;99993296.77381271;28525.820924240546;100107400.05750968
200.17.202.34;60920;1745023092077958851;1745023092078436608;856534;0;100064512;100000418.29643145;32082.60918867129;100128748.73318614
200.17.202.34;60920;1745023092177947247;1745023092178407936;856535;0;99971328;99997509.2667883;31492.474948634546;100123479.16658284
200.17.202.34;60920;1745023092277938006;1745023092278400768;856536;0;99992832;99997041.54010949;28764.18146471963;100112098.26596837
200.17.202.34;60920;1745023092377947814;1745023092378406656;856537;0;100005888;99997926.18609853;26683.944708394578;100104661.96493211
200.17.202.34;60920;1745023092477963392;1745023092478521088;856538;0;100114432;100009576.76748869;34501.0734886863;100147581.06144343
200.17.202.34;60920;1745023092577955571;1745023092578407936;856539;0;99886848;99997303.89073981;42096.555213799016;100165690.111595
200.17.202.34;60920;1745023092677939199;1745023092678403840;856540;0;99995904;99997163.90166584;38012.889859002775;100149215.46110184
200.17.202.34;60920;1745023092777955283;1745023092778417408;856541;0;100013568;99998804.31149925;35687.96972317721;100141556.19039196
200.17.202.34;60920;1745023092877945161;1745023092878337280;856542;0;99919872;99990911.08034933;39223.0807857921;100147803.4034925
200.17.202.34;60920;1745023092977958889;1745023092978446592;856543;0;100109312;100002751.1723144;45956.85547577235;100186578.5942175
200.17.202.34;60920;1745023093077962344;1745023093078440448;856544;0;99993856;100001861.65508296;42161.73543649071;100170508.59682892
200.17.202.34;60920;1745023093177948503;1745023093178399488;856545;0;99959040;99997579.48957466;41799.510850307226;100164777.53297588
200.17.202.34;60920;1745023093277960998;1745023093278396928;856546;0;99997440;99997565.5406172;37632.11382699628;100148093.99592519
200.17.202.34;60920;1745023093377968897;1745023093378449920;856547;0;100052992;100003108.18655549;38857.28378874766;100158537.32171048
200.17.202.34;60920;1745023093477959725;1745023093478488320;856548;0;100038400;100006637.36789994;38147.818619878955;100159228.64237945
200.17.202.34;60920;1745023093577953393;1745023093578371840;856549;0;99883520;99994325.63110995;45413.599868886355;100175980.0305855
200.17.202.34;60920;1745023093677958922;1745023093678400512;856550;0;100028672;99997760.26799896;43963.41308210136;100173613.92032737
200.17.202.34;60920;1745023093777957210;1745023093778390528;856551;0;99990016;99996985.84119907;40264.05589379825;100158042.06477426
200.17.202.34;60920;1745023093877959338;1745023093878399488;856552;0;100008960;99998183.25707917;37315.324596501516;100147444.55546518
200.17.202.34;60920;1745023093977961074;1745023093978444800;856553;0;100045312;100002896.13137126;37825.37899972539;100154197.64737016
200.17.202.34;60920;1745023094077959922;1745023094078375680;856554;0;99930880;99995694.51823413;40524.29292316623;100157791.6899268
200.17.202.34;60920;1745023094177950931;1745023094178416128;856555;0;100040448;100000169.86641072;40499.67698977787;100162168.57436983
200.17.202.34;60920;1745023094277982309;1745023094278418944;856556;0;100002816;100000434.47976965;36687.861313835376;100147185.92502499
200.17.202.34;60920;1745023094377978747;1745023094378381824;856557;0;99962880;99996679.03179269;36398.97836172038;100142274.94523957
200.17.202.34;60920;1745023094477950755;1745023094478289920;856558;0;99908096;99987820.7286134;40731.55338688898;100150746.94216096
200.17.202.34;60920;1745023094577948064;1745023094578322432;856559;0;100032512;99992289.85575207;40680.6124729935;100155012.30564404
200.17.202.34;60920;1745023094677956769;1745023094678308608;856560;0;99986176;99991678.47017686;37162.79824338022;100140329.66315039
200.17.202.34;60920;1745023094777974177;1745023094778320128;856561;0;100011520;99993662.62315917;35232.256103125175;100134591.64757167
200.17.202.34;60920;1745023094877974631;1745023094878415360;856562;0;100095232;100003819.56084326;40850.274408486745;100167220.6584772
200.17.202.34;60920;1745023094977976640;1745023094978449152;856563;0;100033792;100006816.80475894;39462.766491744456;100164667.87072591
200.17.202.34;60920;1745023095077954513;1745023095078365184;856564;0;99916032;99997738.32428305;43687.12227087486;100172486.81336655
200.17.202.34;60920;1745023095177957721;1745023095178333952;856565;0;99968768;99994841.29185474;41925.7392292613;100162544.24877179
200.17.202.34;60920;1745023095277965670;1745023095278346240;856566;0;100012288;99996585.96266927;39303.369039408346;100153799.4388269
200.17.202.34;60920;1745023095377969834;1745023095378368000;856567;0;100021760;99999103.36640234;37638.695495233216;100149658.14838327
200.17.202.34;60920;1745023095477951012;1745023095478369280;856568;0;100001280;99999321.0297621;34070.72296949948;100135603.9216401
200.17.202.34;60920;1745023095577967891;1745023095578429696;856569;0;100060416;100005430.5267859;36162.19799396001;100150079.31876174
200.17.202.34;60920;1745023095677960202;1745023095678411008;856570;0;99981312;100003018.67410731;34716.64560529533;100141885.2565285
200.17.202.34;60920;1745023095777955561;1745023095778372864;856571;0;99961856;99998902.40669657;34949.62171442309;100138700.89355427
200.17.202.34;60920;1745023095877953228;1745023095878368512;856572;0;99995648;99998576.96602692;31747.556145672494;100125567.1906096
200.17.202.34;60920;1745023095977971476;1745023095978388224;856573;0;100019712;100000690.46942423;30474.95358868196;100122590.28377897
200.17.202.34;60920;1745023096077949285;1745023096078420224;856574;0;100032000;100003821.4224818;30245.315981633255;100124802.68640834
200.17.202.34;60920;1745023096177983194;1745023096178382336;856575;0;99962112;99999650.48023362;30974.63240683239;100123549.00986095
200.17.202.34;60920;1745023096277929442;1745023096278398464;856576;0;100016128;100001298.23221026;29360.14594512279;100118738.81599076
200.17.202.34;60920;1745023096377967860;1745023096378469888;856577;0;100071424;100008310.80898924;32735.450451686338;100139252.61079599
200.17.202.34;60920;1745023096477945148;1745023096478419968;856578;0;99950080;100002487.72809032;34702.67821554931;100141298.44095251
200.17.202.34;60920;1745023096577981307;1745023096578381312;856579;0;99961344;99998373.3552813;34935.34592212372;100138114.73896979
200.17.202.34;60920;1745023096677949637;1745023096678386432;856580;0;100005120;99999048.01975317;32049.00935459405;100127244.05717155
200.17.202.34;60920;1745023096777985265;1745023096778436864;856581;0;100050432;100004186.41777787;33468.666641348034;100138061.08434325
200.17.202.34;60920;1745023096877946613;1745023096878355712;856582;0;99918848;99995652.57600008;37802.257577221186;100146861.60630897
200.17.202.34;60920;1745023096977982562;1745023096978462720;856583;0;100107008;100006788.11840007;44044.01997949236;100182964.19831803
200.17.202.34;60920;1745023097077941260;1745023097078375168;856584;0;99912448;99997354.10656007;48130.22863754976;100189875.02111027
200.17.202.34;60920;1745023097177979756;1745023097178394880;856585;0;100019712;99999589.89590406;45329.41618338836;100180907.56063762
200.17.202.34;60920;1745023097277975095;1745023097278448896;856586;0;100054016;100005032.50631365;45694.82393368435;100187811.80204839
200.17.202.34;60920;1745023097377962513;1745023097378352896;856587;0;99904000;99994929.25568229;50218.267108544875;100195802.32411647
200.17.202.34;60920;1745023097477970391;1745023097478447104;856588;0;100094208;100004857.13011406;54131.527386284026;100221383.2396592
200.17.202.34;60920;1745023097577981250;1745023097578452992;856589;0;100005888;100004960.21710266;48811.15293738945;100200204.82885222
200.17.202.34;60920;1745023097677980048;1745023097678423552;856590;0;99970560;100001520.1953924;47026.057182890516;100189624.42412396
200.17.202.34;60920;1745023097777985606;1745023097778460672;856591;0;100037120;100005080.17585316;45527.43387928516;100187189.9113703
200.17.202.34;60920;1745023097877989351;1745023097878379008;856592;0;99918336;99996405.75826785;48781.666318141615;100191532.42354041
200.17.202.34;60920;1745023097977951061;1745023097978387712;856593;0;100008704;99997635.58244108;45010.3414422198;100177676.94820996
200.17.202.34;60920;1745023098077979750;1745023098078453504;856594;0;100065792;100004451.22419697;46643.38487830077;100191024.76371017
200.17.202.34;60920;1745023098177969878;1745023098178448384;856595;0;99994880;100003494.10177727;42840.45656819773;100174855.92805006
200.17.202.34;60920;1745023098277973836;1745023098278415872;856596;0;99967488;99999893.49159954;41796.960071332454;100167081.33188488
200.17.202.34;60920;1745023098377976265;1745023098378375424;856597;0;99959552;99995859.34243959;41247.9983081584;100160851.33567223
200.17.202.34;60920;1745023098477994533;1745023098478469120;856598;0;100093696;100005643.00819562;45928.497657780186;100189356.99882674
200.17.202.34;60920;1745023098577978318;1745023098578447616;856599;0;99978496;100002928.30737606;43778.87862960786;100178043.82189448
200.17.202.34;60920;1745023098677966015;1745023098678384128;856600;0;99936512;99996286.67663845;45378.458430492494;100177800.51036042
200.17.202.34;60920;1745023098778010071;1745023098778541056;856601;0;100156928;100012350.80897461;55298.33168998237;100233544.13573454
200.17.202.34;60920;1745023098877979078;1745023098878465536;856602;0;99924480;100003563.72807714;57676.87132869848;100234271.21339194
200.17.202.34;60920;1745023098977979572;1745023098978500864;856603;0;100035328;100006740.15526943;54767.968668885725;100225812.02994497
200.17.202.34;60920;1745023099077983780;1745023099078447360;856604;0;99946496;100000715.73974249;54713.14577624592;100219568.32284747
200.17.202.34;60920;1745023099177979604;1745023099178622208;856605;0;100174848;100018128.96576823;64913.73462179804;100277783.90425542
200.17.202.34;60920;1745023099277977942;1745023099278429696;856606;0;99807488;99997064.86919141;77380.04807875905;100306585.06150645
200.17.202.34;60920;1745023099377983310;1745023099378408448;856607;0;99978752;99995233.58227228;71290.20149811078;100280394.38826472
200.17.202.34;60920;1745023099477979787;1745023099478566400;856608;0;100157952;100011505.42404506;78805.8389437941;100326728.77982023
200.17.202.34;60920;1745023099577978385;1745023099578434816;856609;0;99868416;99997196.48164055;83803.30321346944;100332409.69449443
200.17.202.34;60920;1745023099678003484;1745023099678409216;856610;0;99974400;99994916.8334765;77474.65623977236;100304815.4584356
200.17.202.34;60920;1745023099777979352;1745023099778469120;856611;0;100059904;100001415.55012886;75576.0356029089;100303719.6925405
200.17.202.34;60920;1745023099877975990;1745023099878384384;856612;0;99915264;99992800.39511599;75772.07155421667;100295888.68133286
200.17.202.34;60920;1745023099977980738;1745023099978355712;856613;0;99971328;99990653.15560439;70127.37995923424;100271162.67544132
200.17.202.34;60920;1745023100077973527;1745023100078346752;856614;0;99991040;99990691.84004396;63149.457958914616;100243289.67187962
200.17.202.34;60920;1745023100177962999;1745023100178436864;856615;0;100090112;100000633.85603957;65782.32655906628;100263763.16227584
200.17.202.34;60920;1745023100277988667;1745023100278441984;856616;0;100005120;100001082.47043562;59607.84685959772;100239513.857874
200.17.202.34;60920;1745023100377947325;1745023100378376704;856617;0;99934720;99994446.22339205;59619.68451284339;100232924.96144342
200.17.202.34;60920;1745023100477977474;1745023100478447360;856618;0;100070656;100002067.20105284;60516.5959562746;100244133.58487794
200.17.202.34;60920;1745023100577988263;1745023100578464768;856619;0;100017408;100003601.28094757;55845.608265890536;100226983.71401113
200.17.202.34;60920;1745023100677976941;1745023100678412032;856620;0;99947264;99997967.55285282;55331.40272458392;100219293.16375116
200.17.202.34;60920;1745023100777982079;1745023100778478336;856621;0;100066304;100004801.19756755;55948.5426953703;100228595.36834903
200.17.202.34;60920;1745023100877978187;1745023100878433792;856622;0;99955456;99999866.67781079;54794.75620691209;100219045.70263843
200.17.202.34;60920;1745023100977977875;1745023100978441984;856623;0;100008192;100000699.21002972;50064.55958324876;100200957.44836272
200.17.202.34;60920;1745023101077982301;1745023101078468864;856624;0;100026880;100003317.28902675;47414.37472224867;100192974.78791575
200.17.202.34;60920;1745023101177971908;1745023101178425088;856625;0;99956224;99998607.96012409;46911.33326243283;100186253.29317382
200.17.202.34;60920;1745023101277958274;1745023101278410752;856626;0;99985664;99997313.5641117;43385.15634735902;100170854.18950114
200.17.202.34;60920;1745023101377975921;1745023101378476544;856627;0;100065792;100004161.40770052;45209.69994257075;100185000.2074708
200.17.202.34;60920;1745023101477974529;1745023101478465536;856628;0;99988992;100002644.46693048;42053.97664136156;100170860.37349592
200.17.202.34;60920;1745023101577949613;1745023101578440448;856629;0;99974912;99999871.22023743;40344.5010009688;100161249.22424132
200.17.202.34;60920;1745023101677972560;1745023101678371072;856630;0;99930624;99992946.4982137;42542.30072224127;100163115.70110266
200.17.202.34;60920;1745023101777976927;1745023101778441984;856631;0;100070912;100000743.04839233;45304.96581078458;100181962.91163546
200.17.202.34;60920;1745023101877981253;1745023101878443776;856632;0;100001792;100000847.9435531;40868.874874395624;100164323.44305068
200.17.202.34;60920;1745023101977970161;1745023101978386432;856633;0;99942656;99995028.7491978;42019.26230673566;100163105.79842474
200.17.202.34;60920;1745023102077962369;1745023102078459648;856634;0;100073216;100002847.47427802;44854.188648260315;100182264.22887106
200.17.202.34;60920;1745023102177977028;1745023102178419200;856635;0;99959552;99998517.92685021;44265.36246845574;100175579.37672403
200.17.202.34;60920;1745023102277981506;1745023102278436864;856636;0;100017664;100000432.5341652;41561.97280508981;100166680.42538556
200.17.202.34;60920;1745023102377977985;1745023102378459136;856637;0;100022272;100002616.48074868;39371.32744971251;100160101.79054753
200.17.202.34;60920;1745023102477968673;1745023102478435072;856638;0;99975936;99999948.43267381;37835.437972122454;100151290.1845623
200.17.202.34;60920;1745023102577946359;1745023102578416640;856639;0;99981568;99998110.38940643;35706.133115552984;100140934.92186864
200.17.202.34;60920;1745023102677983558;1745023102678420736;856640;0;100004096;99998708.95046578;32674.22475741934;100129405.84949546
200.17.202.34;60920;1745023102777980146;1745023102778440960;856641;0;100020224;100000860.45541921;31343.15673975615;100126233.08237824
200.17.202.34;60920;1745023102877967014;1745023102878415104;856642;0;99974144;99998188.8098773;30613.322053511154;100120642.09809135
200.17.202.34;60920;1745023102977977553;1745023102978443520;856643;0;100028416;100001211.52888957;30272.436959203373;100122301.27672638
200.17.202.34;60920;1745023103077979441;1745023103078451456;856644;0;100007936;100001883.9760006;27850.395663222334;100113285.5586535
200.17.202.34;60920;1745023103177976498;1745023103178371072;856645;0;99919616;99993657.17840055;32469.47393695473;100123535.07414837
200.17.202.34;60920;1745023103277975176;1745023103278385408;856646;0;100014336;99995725.0605605;31083.620487209795;100120059.54250933
200.17.202.34;60920;1745023103377979988;1745023103378411008;856647;0;100025600;99998712.55450445;30664.002988043405;100121368.56645663
200.17.202.34;60920;1745023103477977346;1745023103478376448;856648;0;99965440;99995385.29905401;30592.132594640236;100117753.82943258
200.17.202.34;60920;1745023103577959644;1745023103578330624;856649;0;99954176;99991264.36914861;31241.756250037415;100116231.39414877
200.17.202.34;60920;1745023103677971863;1745023103678313216;856650;0;99982592;99990397.13223375;28898.093848409055;100105989.50762738
200.17.202.34;60920;1745023103777969919;1745023103778318080;856651;0;100004864;99991843.81901039;27310.302562528967;100101085.0292605
200.17.202.34;60920;1745023103877982819;1745023103878330112;856652;0;100012032;99993862.63710935;26396.208595340657;100099447.47149071
200.17.202.34;60920;1745023103977975627;1745023103978329600;856653;0;99999488;99994425.17339842;24262.87039596457;100091476.65498228
200.17.202.34;60920;1745023104077957945;1745023104078425856;856654;0;100096256;100004608.25605857;31001.357750510746;100128613.68706061
200.17.202.34;60920;1745023104177972784;1745023104178430464;856655;0;100004608;100004608.23045272;27901.24502073131;100116213.21053565
200.17.202.34;60920;1745023104277959902;1745023104278344704;856656;0;99914240;99995571.40740745;33244.26125940295;100128548.45244506
200.17.202.34;60920;1745023104377947003;1745023104378366976;856657;0;100022272;99998241.46666671;32322.88846679132;100127533.02053387
200.17.202.34;60920;1745023104477980691;1745023104478418688;856658;0;100051712;100003588.52000004;33902.947620108134;100139200.31048048
200.17.202.34;60920;1745023104577981139;1745023104578417920;856659;0;99999232;100003152.86800005;30904.739658101862;100126771.82663245
200.17.202.34;60920;1745023104677963087;1745023104678349568;856660;0;99931648;99996002.38120005;34249.70381229621;100133001.19644924
200.17.202.34;60920;1745023104777956774;1745023104778395136;856661;0;100045568;100000958.94308004;35285.63912306281;100142101.49957229
200.17.202.34;60920;1745023104877942862;1745023104878347776;856662;0;99952640;99996127.04877204;36105.78008796023;100140550.16912387
200.17.202.34;60920;1745023104977991741;1745023104978465792;856663;0;100118016;100008315.94389483;43465.20768968087;100182176.77465355
200.17.202.34;60920;1745023105077936718;1745023105078372864;856664;0;99907072;99998191.54950535;48230.64187124809;100191114.11699034
200.17.202.34;60920;1745023105177981507;1745023105178434560;856665;0;100061696;100004541.99455482;49122.978228641514;100201033.90746938
200.17.202.34;60920;1745023105277952415;1745023105278351872;856666;0;99917312;99995818.99509934;52061.37991571095;100204064.51476218
200.17.202.34;60920;1745023105377989634;1745023105378370048;856667;0;100018176;99998054.6955894;48867.37236520052;100193524.18505019
200.17.202.34;60920;1745023105477987610;1745023105478416128;856668;0;100046080;100002857.22603045;48302.91252563507;100196068.876133
200.17.202.34;60920;1745023105577976655;1745023105578399232;856669;0;99983104;100000881.90342742;45250.41161581377;100181883.54989068
200.17.202.34;60920;1745023105677947812;1745023105678325504;856670;0;99926272;99993420.91308469;47440.261762700975;100183181.96013549
200.17.202.34;60920;1745023105778098340;1745023105778553600;856671;0;100228096;100016888.42177622;63816.99340880886;100272156.39541146
200.17.202.34;60920;1745023105877976807;1745023105878415616;856672;0;99862016;100001401.1795986;71373.81202778795;100286896.42770976
200.17.202.34;60920;1745023105977973672;1745023105978372352;856673;0;99956736;99996934.66163874;68256.29698888282;100269959.84959427
200.17.202.34;60920;1745023106077983100;1745023106078432000;856674;0;100059648;100003205.99547486;67074.86774250853;100271505.4664449
200.17.202.34;60920;1745023106177969779;1745023106178360832;856675;0;99928832;99995768.59592737;67061.04056099494;100264012.75817135
200.17.202.34;60920;1745023106277988887;1745023106278468352;856676;0;100107520;100006943.73633464;70412.56287143176;100288593.98782036
200.17.202.34;60920;1745023106377944215;1745023106378396416;856677;0;99928064;99999055.76270118;70470.48285440695;100280937.69411881
200.17.202.34;60920;1745023106477974854;1745023106478365184;856678;0;99968768;99996026.98643106;66149.33321207247;100260624.31927936
200.17.202.34;60920;1745023106577981982;1745023106578403584;856679;0;100038400;100000264.28778796;63347.971112069325;100253656.17223623
200.17.202.34;60920;1745023106677943229;1745023106678395136;856680;0;99991552;99999393.05900916;57797.27990177886;100230582.17861629
200.17.202.34;60920;1745023106777967067;1745023106778369792;856681;0;99974656;99996919.35310824;54243.88722242519;100213894.90199794
200.17.202.34;60920;1745023106877958707;1745023106878322176;856682;0;99952384;99992465.81779742;52827.68027992491;100203776.53891712
200.17.202.34;60920;1745023106977968396;1745023106978359040;856683;0;100036864;99996905.6360177;51540.74865016292;100203068.63061835
200.17.202.34;60920;1745023107077980324;1745023107078472448;856684;0;100113408;100008555.87241593;56871.88654355362;100236043.41859014
200.17.202.34;60920;1745023107177973712;1745023107178407936;856685;0;99935488;100001249.08517434;57760.806406631964;100232292.31080087
200.17.202.34;60920;1745023107277973468;1745023107278371072;856686;0;99963136;99997437.7766569;55414.90343165836;100219097.39038353
200.17.202.34;60920;1745023107377972916;1745023107378398720;856687;0;100027648;100000458.7989912;52592.33318937219;100210828.13174869
200.17.202.34;60920;1745023107477987635;1745023107478504448;856688;0;100105728;100010985.71909209;56807.32796122638;100238215.03093699
